symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
MSFT,2019-05-29 00:00:00+00:00,124.94,125.39,124.04,125.38,22763140,120.3203560934,120.7537173887,119.4536335027,120.7440871377,22763140,0.0,1.0
MSFT,2019-05-30 00:00:00+00:00,125.73,125.76,124.78,125.26,16829613,121.081145923,121.110036676,120.1662720773,120.6285241256,16829613,0.0,1.0
MSFT,2019-05-31 00:00:00+00:00,123.68,124.62,123.32,124.23,26646769,119.1069444664,120.0121880611,118.7602554301,119.6366082718,26646769,0.0,1.0
MSFT,2019-06-03 00:00:00+00:00,119.84,124.37,119.01,123.85,37983637,115.4089280793,119.7714317859,114.6096172457,119.2706587335,37983637,0.0,1.0
MSFT,2019-06-04 00:00:00+00:00,123.16,123.28,120.65,121.28,29382642,118.606171414,118.7217344261,116.188978411,116.7956842245,29382642,0.0,1.0
MSFT,2019-06-05 00:00:00+00:00,125.83,125.87,124.21,124.95,24926140,121.1774484331,121.2159694371,119.6173477698,120.3299863444,24926140,0.0,1.0
MSFT,2019-06-06 00:00:00+00:00,127.82,127.97,125.6,126.44,21458961,123.0938683837,123.2383221488,120.9559526599,121.7648937446,21458961,0.0,1.0
MSFT,2019-06-07 00:00:00+00:00,131.4,132.25,128.26,129.19,33885588,126.5414982445,127.3600695802,123.517599428,124.4132127718,33885588,0.0,1.0
MSFT,2019-06-10 00:00:00+00:00,132.6,134.08,132.0,132.4,26477098,127.6971283655,129.1224055147,127.119313305,127.5045233453,26477098,0.0,1.0
MSFT,2019-06-11 00:00:00+00:00,132.1,134.24,131.28,133.88,23913731,127.2156158151,129.2764895308,126.4259352324,128.9298004945,23913731,0.0,1.0
MSFT,2019-06-12 00:00:00+00:00,131.49,131.97,130.71,131.4,17092464,126.6281705036,127.090422552,125.877010925,126.5414982445,17092464,0.0,1.0
MSFT,2019-06-13 00:00:00+00:00,132.32,133.0,131.56,131.98,17200848,127.4274813373,128.0823384058,126.6955822607,127.100052803,17200848,0.0,1.0
MSFT,2019-06-14 00:00:00+00:00,132.45,133.79,131.64,132.26,17821703,127.5526746004,128.8431282354,126.7726242687,127.3696998312,17821703,0.0,1.0
MSFT,2019-06-17 00:00:00+00:00,132.85,133.73,132.53,132.63,14517785,127.9378846407,128.7853467294,127.6297166084,127.7260191185,14517785,0.0,1.0
MSFT,2019-06-18 00:00:00+00:00,135.16,135.24,133.57,134.19,25934458,130.1624726235,130.2395146316,128.6312627133,129.2283382757,25934458,0.0,1.0
MSFT,2019-06-19 00:00:00+00:00,135.69,135.93,133.81,135.0,23744441,130.6728759269,130.9040019511,128.8623887374,130.0083886074,23744441,0.0,1.0
MSFT,2019-06-20 00:00:00+00:00,136.95,137.66,135.72,137.45,33042592,131.8862875539,132.5700353755,130.70176668,132.3678001043,33042592,0.0,1.0
MSFT,2019-06-21 00:00:00+00:00,136.97,137.73,136.46,136.58,36727892,131.905548056,132.6374471326,131.4144052546,131.5299682667,36727892,0.0,1.0
MSFT,2019-06-24 00:00:00+00:00,137.78,138.4,137.0,137.0,20628841,132.6855983876,133.2826739501,131.934438809,131.934438809,20628841,0.0,1.0
MSFT,2019-06-25 00:00:00+00:00,133.43,137.59,132.73,137.25,33327420,128.4964391991,132.5026236185,127.8223216286,132.1751950842,33327420,0.0,1.0
MSFT,2019-06-26 00:00:00+00:00,133.93,135.74,133.6,134.35,23657745,128.9779517495,130.721027182,128.6601534663,129.3824222919,23657745,0.0,1.0
MSFT,2019-06-27 00:00:00+00:00,134.15,134.71,133.51,134.14,16557482,129.1898172717,129.7291113282,128.5734812072,129.1801870207,16557482,0.0,1.0
MSFT,2019-06-28 00:00:00+00:00,133.96,134.6,133.16,134.57,30042969,129.0068425026,129.6231785671,128.2364224219,129.5942878141,30042969,0.0,1.0
MSFT,2019-07-01 00:00:00+00:00,135.68,136.7,134.97,136.63,22654160,130.6632456759,131.6455312787,129.9794978544,131.5781195217,22654160,0.0,1.0
MSFT,2019-07-02 00:00:00+00:00,136.58,136.59,135.34,136.12,15237843,131.5299682667,131.5395985177,130.3358171417,131.0869767203,15237843,0.0,1.0
MSFT,2019-07-03 00:00:00+00:00,137.46,137.74,136.29,136.8,13629296,132.3774303553,132.6470773836,131.2506909874,131.7418337888,13629296,0.0,1.0
MSFT,2019-07-05 00:00:00+00:00,137.06,137.33,135.72,135.94,18141140,131.992220315,132.2522370922,130.70176668,130.9136322021,18141140,0.0,1.0
MSFT,2019-07-08 00:00:00+00:00,136.96,137.1,135.37,136.4,16779748,131.895917805,132.0307413191,130.3647078947,131.3566237485,16779748,0.0,1.0
MSFT,2019-07-09 00:00:00+00:00,136.46,136.97,135.8,136.0,19953097,131.4144052546,131.905548056,130.778808688,130.9714137082,19953097,0.0,1.0
MSFT,2019-07-10 00:00:00+00:00,137.85,138.58,137.02,137.13,24204362,132.7530101447,133.4560184682,131.953699311,132.0596320721,24204362,0.0,1.0
MSFT,2019-07-11 00:00:00+00:00,138.4,139.22,137.87,138.2,22327942,133.2826739501,134.0723545328,132.7722706467,133.0900689299,22327942,0.0,1.0
MSFT,2019-07-12 00:00:00+00:00,138.9,139.13,138.01,138.85,18936832,133.7641865005,133.9856822737,132.9070941608,133.7160352455,18936832,0.0,1.0
MSFT,2019-07-15 00:00:00+00:00,138.9,139.54,138.46,139.44,16651457,133.7641865005,134.380522565,133.3404554561,134.2842200549,16651457,0.0,1.0
MSFT,2019-07-16 00:00:00+00:00,137.08,139.05,136.52,138.96,22726128,132.011480817,133.9086402656,131.4721867606,133.8219680065,22726128,0.0,1.0
MSFT,2019-07-17 00:00:00+00:00,136.27,137.93,136.22,137.7,20210956,131.2314304854,132.8300521527,131.1832792304,132.6085563795,20210956,0.0,1.0
MSFT,2019-07-18 00:00:00+00:00,136.42,136.62,134.67,135.55,30808707,131.3758842505,131.5684892707,129.6905903241,130.5380524128,30808707,0.0,1.0
MSFT,2019-07-19 00:00:00+00:00,136.62,140.67,136.45,140.22,48992364,131.5684892707,135.4687409289,131.4047750035,135.0353796335,48992364,0.0,1.0
MSFT,2019-07-22 00:00:00+00:00,138.43,139.19,137.33,137.41,25080760,133.3115647031,134.0434637797,132.2522370922,132.3292791003,25080760,0.0,1.0
MSFT,2019-07-23 00:00:00+00:00,139.29,139.99,138.03,139.76,18034589,134.1397662898,134.8138838604,132.9263546628,134.5923880872,18034589,0.0,1.0
MSFT,2019-07-24 00:00:00+00:00,140.72,140.74,138.85,138.9,20738275,135.5168921839,135.536152686,133.7160352455,133.7641865005,20738275,0.0,1.0
MSFT,2019-07-25 00:00:00+00:00,140.19,140.61,139.3215,140.43,18356859,135.0064888805,135.4109594229,134.1701015805,135.2376149047,18356859,0.0,1.0
MSFT,2019-07-26 00:00:00+00:00,141.34,141.68,140.3,140.37,19037600,136.1139677464,136.4413962807,135.1124216416,135.1798333987,19037600,0.0,1.0
MSFT,2019-07-29 00:00:00+00:00,141.03,141.51,139.37,141.5,16605870,135.8154299652,136.2776820136,134.2168082979,136.2680517626,16605870,0.0,1.0
MSFT,2019-07-30 00:00:00+00:00,140.35,141.22,139.8,140.14,16846528,135.1605728966,135.9984047343,134.6309090912,134.9583376255,16846528,0.0,1.0
MSFT,2019-07-31 00:00:00+00:00,136.27,140.49,135.08,140.33,38598786,131.2314304854,135.2953964108,130.0854306155,135.1413123946,38598786,0.0,1.0
MSFT,2019-08-01 00:00:00+00:00,138.06,140.94,136.93,137.0,40557502,132.9552454158,135.7287577061,131.8670270519,131.934438809,40557502,0.0,1.0
MSFT,2019-08-02 00:00:00+00:00,136.9,138.32,135.26,138.09,30791624,131.8381362989,133.205631942,130.2587751336,132.9841361689,30791624,0.0,1.0
MSFT,2019-08-05 00:00:00+00:00,132.21,133.93,130.78,133.3,42749551,127.3215485762,128.9779517495,125.944422682,128.371245936,42749551,0.0,1.0
MSFT,2019-08-06 00:00:00+00:00,134.69,135.68,133.21,133.8,32696651,129.7098508261,130.6632456759,128.284573677,128.8527584864,32696651,0.0,1.0
MSFT,2019-08-07 00:00:00+00:00,135.28,135.65,131.83,133.79,33414539,130.2780356356,130.6343549229,126.9555990379,128.8431282354,33414539,0.0,1.0
MSFT,2019-08-08 00:00:00+00:00,138.89,138.99,135.93,136.6,27496508,133.7545562495,133.8508587596,130.9040019511,131.5492287687,27496508,0.0,1.0
MSFT,2019-08-09 00:00:00+00:00,137.71,139.38,136.46,138.61,23466701,132.6181866305,134.2264385489,131.4144052546,133.4849092213,23466701,0.0,1.0
MSFT,2019-08-12 00:00:00+00:00,135.79,137.86,135.24,137.07,20484348,130.769178437,132.7626403957,130.2395146316,132.001850566,20484348,0.0,1.0
MSFT,2019-08-13 00:00:00+00:00,138.6,138.8,135.0,136.05,25496593,133.4752789703,133.6678839904,130.0083886074,131.0195649632,25496593,0.0,1.0
MSFT,2019-08-14 00:00:00+00:00,133.98,136.92,133.67,136.36,32527251,129.4690945509,132.3101091649,129.1695317855,131.7689635242,32527251,0.46,1.0
MSFT,2019-08-15 00:00:00+00:00,133.68,134.58,132.25,134.39,28125416,129.1791951005,130.0488934518,127.7973410536,129.8652904665,28125416,0.0,1.0
MSFT,2019-08-16 00:00:00+00:00,136.13,136.46,134.72,134.88,25026151,131.5467072789,131.8655966743,130.1841798619,130.3387929022,25026151,0.0,1.0
MSFT,2019-08-19 00:00:00+00:00,138.41,138.55,136.89,137.85,24370543,133.7499431019,133.8852295121,132.2811192199,133.2087974612,24370543,0.0,1.0
MSFT,2019-08-20 00:00:00+00:00,137.26,138.71,137.24,138.21,21188998,132.6386618754,134.0398425523,132.6193352454,133.5566768017,21188998,0.0,1.0
MSFT,2019-08-21 00:00:00+00:00,138.79,139.49,138.0,138.55,14982314,134.1171490724,134.7935811234,133.3537471864,133.8852295121,14982314,0.0,1.0
MSFT,2019-08-22 00:00:00+00:00,137.78,139.2,136.29,138.66,18709662,133.1411542561,134.513344988,131.7013203191,133.9915259773,18709662,0.0,1.0
MSFT,2019-08-23 00:00:00+00:00,133.39,138.35,132.8,137.19,38515386,128.8989589652,133.6919632119,128.3288233794,132.5710186703,38515386,0.0,1.0
MSFT,2019-08-26 00:00:00+00:00,135.45,135.56,133.9,134.99,20325271,130.8896018579,130.9958983231,129.3917880308,130.4450893673,20325271,0.0,1.0
MSFT,2019-08-27 00:00:00+00:00,135.74,136.72,134.66,136.39,23115635,131.1698379933,132.1168428646,130.1261999719,131.7979534692,23115635,0.0,1.0
MSFT,2019-08-28 00:00:00+00:00,135.56,135.76,133.55,134.88,17343042,130.9958983231,131.1891646234,129.0535720054,130.3387929022,17343042,0.0,1.0
MSFT,2019-08-29 00:00:00+00:00,138.12,138.44,136.91,137.25,20179716,133.4697069665,133.778933047,132.3004458499,132.6289985604,20179716,0.0,1.0
MSFT,2019-08-30 00:00:00+00:00,137.86,139.18,136.27,139.15,23946123,133.2184607762,134.494018358,131.681993689,134.4650284129,23946123,0.0,1.0
MSFT,2019-09-03 00:00:00+00:00,136.04,137.2,135.7,136.61,18880773,131.4597374437,132.5806819853,131.1311847333,132.0105463995,18880773,0.0,1.0
MSFT,2019-09-04 00:00:00+00:00,137.63,137.69,136.48,137.3,18015310,132.9962045309,133.054184421,131.8849233043,132.6773151354,18015310,0.0,1.0
MSFT,2019-09-05 00:00:00+00:00,140.05,140.38,138.76,139.11,26119520,135.3347267641,135.6536161596,134.0881591274,134.4263751529,26119520,0.0,1.0
MSFT,2019-09-06 00:00:00+00:00,139.1,140.18,138.2,140.03,20824504,134.4167118379,135.4603498593,133.5470134866,135.3154001341,20824504,0.0,1.0
MSFT,2019-09-09 00:00:00+00:00,137.52,139.75,136.46,139.59,25773932,132.8899080657,135.0448273137,131.8655966743,134.8902142735,25773932,0.0,1.0
MSFT,2019-09-10 00:00:00+00:00,136.08,136.89,134.51,136.8,28903378,131.4983907038,132.2811192199,129.9812502467,132.1941493848,28903378,0.0,1.0
MSFT,2019-09-11 00:00:00+00:00,136.12,136.27,135.09,135.91,24726117,131.5370439638,131.681993689,130.5417225174,131.3341143486,24726117,0.0,1.0
MSFT,2019-09-12 00:00:00+00:00,137.52,138.42,136.87,137.85,27009981,132.8899080657,133.7596064169,132.2617925899,133.2087974612,27009981,0.0,1.0
MSFT,2019-09-13 00:00:00+00:00,137.32,138.06,136.57,137.78,23363057,132.6966417655,133.4117270765,131.9718931394,133.1411542561,23363057,0.0,1.0
MSFT,2019-09-16 00:00:00+00:00,136.33,136.7,135.66,135.83,16731440,131.7399735791,132.0975162346,131.0925314732,131.2568078284,16731440,0.0,1.0
MSFT,2019-09-17 00:00:00+00:00,137.39,137.52,136.43,136.96,17976285,132.7642849706,132.8899080657,131.8366067293,132.348762425,17976285,0.0,1.0
MSFT,2019-09-18 00:00:00+00:00,138.52,138.67,136.53,137.36,24473386,133.8562395671,134.0011892923,131.9332398794,132.7352950255,24473386,0.0,1.0
MSFT,2019-09-19 00:00:00+00:00,141.07,142.37,140.07,140.3,36095413,136.3203848955,137.5766158473,135.3540533942,135.5763096395,36095413,0.0,1.0
MSFT,2019-09-20 00:00:00+00:00,139.44,141.65,138.25,141.01,40040766,134.7452645483,136.8808571663,133.5953300617,136.2624050054,40040766,0.0,1.0
MSFT,2019-09-23 00:00:00+00:00,139.14,139.63,138.44,139.23,17408374,134.4553650979,134.9288675336,133.778933047,134.542334933,17408374,0.0,1.0
MSFT,2019-09-24 00:00:00+00:00,137.38,140.69,136.88,140.36,30016670,132.7546216555,135.953178925,132.2714559049,135.6342895296,30016670,0.0,1.0
MSFT,2019-09-25 00:00:00+00:00,139.36,139.96,136.03,137.5,22544054,134.6679580282,135.247756929,131.4500741287,132.8705814357,22544054,0.0,1.0
MSFT,2019-09-26 00:00:00+00:00,139.54,140.18,138.44,139.44,17813512,134.8418976985,135.4603498593,133.778933047,134.7452645483,17813512,0.0,1.0
MSFT,2019-09-27 00:00:00+00:00,137.73,140.36,136.65,140.15,22498958,133.092837681,135.6342895296,132.0491996596,135.4313599143,22498958,0.0,1.0
MSFT,2019-09-30 00:00:00+00:00,139.03,139.22,137.78,138.05,18430390,134.3490686328,134.532671618,133.1411542561,133.4020637614,18430390,0.0,1.0
MSFT,2019-10-01 00:00:00+00:00,137.07,140.25,137.0,139.66,22581929,132.4550588901,135.5279930644,132.387415685,134.9578574786,22581929,0.0,1.0
MSFT,2019-10-02 00:00:00+00:00,134.65,136.37,133.58,136.25,32001763,130.1165366569,131.7786268392,129.0825619504,131.662667059,32001763,0.0,1.0
MSFT,2019-10-03 00:00:00+00:00,136.28,136.75,133.22,134.95,26379798,131.6916570041,132.1458328097,128.7346826099,130.4064361073,26379798,0.0,1.0
MSFT,2019-10-04 00:00:00+00:00,138.12,138.25,136.42,136.75,23839548,133.4697069665,133.5953300617,131.8269434142,132.1458328097,23839548,0.0,1.0
MSFT,2019-10-07 00:00:00+00:00,137.12,138.18,137.02,137.14,16601284,132.5033754652,133.5276868566,132.4067423151,132.5227020952,16601284,0.0,1.0
MSFT,2019-10-08 00:00:00+00:00,135.67,137.76,135.62,137.08,26783336,131.1021947882,133.1218276261,131.0538782132,132.4647222051,26783336,0.0,1.0
MSFT,2019-10-09 00:00:00+00:00,138.24,138.7,136.97,137.46,20178482,133.5856667467,134.0301792373,132.35842574,132.8319281756,20178482,0.0,1.0
MSFT,2019-10-10 00:00:00+00:00,139.1,139.67,138.25,138.49,18396605,134.4167118379,134.9675207936,133.5953300617,133.827249622,18396605,0.0,1.0
MSFT,2019-10-11 00:00:00+00:00,139.68,141.03,139.5,140.12,25551065,134.9771841086,136.2817316355,134.8032444384,135.4023699692,25551065,0.0,1.0
MSFT,2019-10-14 00:00:00+00:00,139.55,140.29,139.52,139.69,13591639,134.8515610135,135.5666463245,134.8225710684,134.9868474237,13591639,0.0,1.0
MSFT,2019-10-15 00:00:00+00:00,141.57,141.79,139.81,140.06,19917762,136.8035506462,137.0161435765,135.1028072038,135.3443900792,19917762,0.0,1.0
MSFT,2019-10-16 00:00:00+00:00,140.41,140.99,139.53,140.79,20841687,135.6826061046,136.2430783754,134.8322343834,136.0498120751,20841687,0.0,1.0
MSFT,2019-10-17 00:00:00+00:00,139.69,141.42,139.02,140.95,22102797,134.9868474237,136.658600921,134.3394053178,136.2044251154,22102797,0.0,1.0
MSFT,2019-10-18 00:00:00+00:00,137.41,140.0,136.56,139.76,30650850,132.7836116006,135.2864101891,131.9622298244,135.0544906288,30650850,0.0,1.0
MSFT,2019-10-21 00:00:00+00:00,138.43,138.5,137.01,138.45,20078066,133.769269732,133.8369129371,132.397079,133.788596362,20078066,0.0,1.0
MSFT,2019-10-22 00:00:00+00:00,136.37,140.01,136.26,138.97,27935270,131.7786268392,135.2960735041,131.672330374,134.2910887427,27935270,0.0,1.0
MSFT,2019-10-23 00:00:00+00:00,137.24,137.45,135.61,136.88,31380309,132.6193352454,132.8222648606,131.0442148981,132.2714559049,31380309,0.0,1.0
MSFT,2019-10-24 00:00:00+00:00,139.94,140.42,138.67,139.39,37278399,135.228430299,135.6922694196,134.0011892923,134.6969479733,37278399,0.0,1.0
MSFT,2019-10-25 00:00:00+00:00,140.73,141.14,139.2,139.34,25959724,135.9918321851,136.3880281006,134.513344988,134.6486313982,25959724,0.0,1.0
MSFT,2019-10-28 00:00:00+00:00,144.19,145.67,143.51,144.4,34912902,139.3353391797,140.7655098017,138.6782337588,139.538268795,34912902,0.0,1.0
MSFT,2019-10-29 00:00:00+00:00,142.83,144.5,142.65,144.08,20589469,138.0211283379,139.6349019452,137.8471886677,139.2290427146,20589469,0.0,1.0
MSFT,2019-10-30 00:00:00+00:00,144.61,145.0,142.79,143.52,18496591,139.7411984103,140.1180676958,137.9824750778,138.6878970738,18496591,0.0,1.0
MSFT,2019-10-31 00:00:00+00:00,143.37,144.93,142.99,144.9,24605135,138.5429473486,140.0504244907,138.1757413781,140.0214345457,24605135,0.0,1.0
MSFT,2019-11-01 00:00:00+00:00,143.72,144.42,142.97,144.26,33128366,138.8811633741,139.557595425,138.1564147481,139.4029823848,33128366,0.0,1.0
MSFT,2019-11-04 00:00:00+00:00,144.55,145.0,144.16,144.83,16911999,139.6832185202,140.1180676958,139.3063492347,139.9537913406,16911999,0.0,1.0
MSFT,2019-11-05 00:00:00+00:00,144.46,145.02,143.91,144.97,18250172,139.5962486851,140.1373943259,139.0647663594,140.0890777508,18250172,0.0,1.0
MSFT,2019-11-06 00:00:00+00:00,144.06,144.52,143.2,144.37,16575798,139.2097160846,139.6542285752,138.3786709934,139.50927885,16575798,0.0,1.0
MSFT,2019-11-07 00:00:00+00:00,144.26,144.88,143.77,143.84,17786715,139.4029823848,140.0021079157,138.9294799492,138.9971231543,17786715,0.0,1.0
MSFT,2019-11-08 00:00:00+00:00,145.96,145.99,143.76,143.98,16752939,141.0457459371,141.0747358822,138.9198166342,139.1324095645,16752939,0.0,1.0
MSFT,2019-11-11 00:00:00+00:00,146.11,146.42,144.73,145.34,14370178,141.1906956623,141.4902584277,139.8571581905,140.4466204063,14370178,0.0,1.0
MSFT,2019-11-12 00:00:00+00:00,147.07,147.57,146.06,146.28,18648712,142.1183739036,142.6015396543,141.1423790873,141.3549720176,18648712,0.0,1.0
MSFT,2019-11-13 00:00:00+00:00,147.31,147.46,146.28,146.74,17444230,142.350293464,142.4952431892,141.3549720176,141.7994845082,17444230,0.0,1.0
MSFT,2019-11-14 00:00:00+00:00,148.06,148.41,147.0,147.02,19755100,143.07504209,143.4132581154,142.0507306985,142.0700573286,19755100,0.0,1.0
MSFT,2019-11-15 00:00:00+00:00,149.97,149.99,148.27,148.93,23508807,144.9207352575,144.9400618876,143.2779717052,143.9157504961,23508807,0.0,1.0
MSFT,2019-11-18 00:00:00+00:00,150.34,150.55,148.98,150.07,21554762,145.278277913,145.4812075283,143.9640670712,145.0173684077,21554762,0.0,1.0
MSFT,2019-11-19 00:00:00+00:00,150.39,151.33,150.2,150.88,23960164,145.3265944881,146.2349460994,145.1429915029,145.8000969238,23960164,0.0,1.0
MSFT,2019-11-20 00:00:00+00:00,149.62,150.84,148.46,150.31,25720060,145.0753482978,146.2582912527,143.9505828652,145.7443898051,25720060,0.51,1.0
MSFT,2019-11-21 00:00:00+00:00,149.48,149.8,148.5,149.4,18576083,144.9396007455,145.2498808649,143.9893678801,144.8620307157,18576083,0.0,1.0
MSFT,2019-11-22 00:00:00+00:00,149.59,150.3,148.82,150.07,15841680,145.0462595366,145.7346935514,144.2996479994,145.5116797156,15841680,0.0,1.0
MSFT,2019-11-25 00:00:00+00:00,151.23,151.35,149.92,150.0,22428585,146.6364451482,146.7528001929,145.3662359096,145.4438059395,22428585,0.0,1.0
MSFT,2019-11-26 00:00:00+00:00,152.03,152.42,151.32,151.36,24635100,147.4121454465,147.790299342,146.7237114317,146.7624964467,24635100,0.0,1.0
MSFT,2019-11-27 00:00:00+00:00,152.32,152.5,151.52,152.33,15201293,147.6933368047,147.8678693718,146.9176365063,147.7030330584,15201293,0.0,1.0
MSFT,2019-11-29 00:00:00+00:00,151.38,152.3,151.28,152.1,11977300,146.7818889541,147.6739442972,146.6849264168,147.4800192226,11977300,0.0,1.0
MSFT,2019-12-02 00:00:00+00:00,149.55,151.83,148.32,151.81,27473616,145.0074745217,147.2182203719,143.814835313,147.1988278645,27473616,0.0,1.0
MSFT,2019-12-03 00:00:00+00:00,149.31,149.43,146.65,147.49,25192145,144.7747644322,144.8911194769,142.1955609402,143.0100462534,25192145,0.0,1.0
MSFT,2019-12-04 00:00:00+00:00,149.85,150.18,149.2,150.14,17580617,145.2983621335,145.6183385066,144.6681056411,145.5795534917,17580617,0.0,1.0
MSFT,2019-12-05 00:00:00+00:00,149.93,150.32,149.48,150.05,17880601,145.3759321634,145.7540860588,144.9396007455,145.4922872081,17880601,0.0,1.0
MSFT,2019-12-06 00:00:00+00:00,151.75,151.87,150.27,150.99,16410400,147.1406503421,147.2570053869,145.7056047902,146.4037350587,16410400,0.0,1.0
MSFT,2019-12-09 00:00:00+00:00,151.36,152.21,150.91,151.07,16741350,146.7624964467,147.5866780136,146.3261650288,146.4813050885,16741350,0.0,1.0
MSFT,2019-12-10 00:00:00+00:00,151.13,151.89,150.76,151.29,16481060,146.5394826109,147.2763978943,146.1807212229,146.6946226706,16481060,0.0,1.0
MSFT,2019-12-11 00:00:00+00:00,151.7,151.87,150.33,151.54,18860001,147.0921690735,147.2570053869,145.7637823125,146.9370290138,18860001,0.0,1.0
MSFT,2019-12-12 00:00:00+00:00,153.24,153.44,151.02,151.65,24645366,148.5853921478,148.7793172224,146.4328238199,147.0436878048,24645366,0.0,1.0
MSFT,2019-12-13 00:00:00+00:00,154.53,154.89,152.83,153.0,23850062,149.8362088788,150.1852740131,148.1878457449,148.3526820583,23850062,0.0,1.0
MSFT,2019-12-16 00:00:00+00:00,155.53,155.9,154.82,155.11,24152770,150.8058342518,151.1645956398,150.117400237,150.3985915951,24152770,0.0,1.0
MSFT,2019-12-17 00:00:00+00:00,154.69,155.71,154.45,155.45,25443527,149.9913489385,150.9803668189,149.758638849,150.7282642219,25443527,0.0,1.0
MSFT,2019-12-18 00:00:00+00:00,154.37,155.48,154.18,154.3,24132379,149.6810688192,150.7573529831,149.4968399983,149.6131950431,24132379,0.0,1.0
MSFT,2019-12-19 00:00:00+00:00,155.71,155.77,153.75,154.0,25813825,150.9803668189,151.0385443413,149.079901088,149.3223074312,25813825,0.0,1.0
MSFT,2019-12-20 00:00:00+00:00,157.41,158.49,156.29,157.35,53599613,152.6287299529,153.6759253556,151.5427495352,152.5705524305,53599613,0.0,1.0
MSFT,2019-12-23 00:00:00+00:00,157.41,158.12,157.27,158.12,17726283,152.6287299529,153.3171639677,152.4929824007,153.3171639677,17726283,0.0,1.0
MSFT,2019-12-24 00:00:00+00:00,157.38,157.71,157.12,157.48,8989150,152.5996411917,152.9196175648,152.3475385947,152.696603729,8989150,0.0,1.0
MSFT,2019-12-26 00:00:00+00:00,158.67,158.73,157.4,157.56,14526927,153.8504579228,153.9086354451,152.6190336992,152.7741737588,14526927,0.0,1.0
MSFT,2019-12-27 00:00:00+00:00,158.96,159.55,158.22,159.45,18414352,154.1316492809,154.703728251,153.414126505,154.6067657137,18414352,0.0,1.0
MSFT,2019-12-30 00:00:00+00:00,157.59,159.02,156.73,158.99,16356720,152.80326252,154.1898268033,151.9693846993,154.1607380421,16356720,0.0,1.0
MSFT,2019-12-31 00:00:00+00:00,157.7,157.77,156.45,156.77,18393383,152.909921311,152.9777950871,151.6978895949,152.0081697142,18393383,0.0,1.0
MSFT,2020-01-02 00:00:00+00:00,160.62,160.73,158.33,158.78,22634546,155.7412274,155.847886191,153.520785296,153.9571167138,22634546,0.0,1.0
MSFT,2020-01-03 00:00:00+00:00,158.62,159.95,158.06,158.32,21121681,153.8019766541,155.0915784001,153.2589864453,153.5110890422,21121681,0.0,1.0
MSFT,2020-01-06 00:00:00+00:00,159.03,159.1,156.51,157.08,20826702,154.199523057,154.2673968331,151.7560671172,152.3087535798,20826702,0.0,1.0
MSFT,2020-01-07 00:00:00+00:00,157.58,159.67,157.32,159.32,21881740,152.7935662663,154.8200832957,152.5414636693,154.4807144152,21881740,0.0,1.0
MSFT,2020-01-08 00:00:00+00:00,160.09,160.8,157.95,158.93,27762026,155.2273259523,155.9157599671,153.1523276543,154.1025605197,27762026,0.0,1.0
MSFT,2020-01-09 00:00:00+00:00,162.09,162.22,161.03,161.84,21399951,157.1665766982,157.2926279967,156.1387738029,156.924170355,21399951,0.0,1.0
MSFT,2020-01-10 00:00:00+00:00,161.34,163.22,161.18,162.82,20733946,156.4393576685,158.2622533696,156.2842176088,157.8744032204,20733946,0.0,1.0
MSFT,2020-01-13 00:00:00+00:00,163.28,163.31,161.26,161.76,18666414,158.320430892,158.3495196532,156.3617876387,156.8466003251,18666414,0.0,1.0
MSFT,2020-01-14 00:00:00+00:00,162.13,163.6,161.72,163.39,23500783,157.2053617131,158.6307110113,156.8078153102,158.427089683,23500783,0.0,1.0
MSFT,2020-01-15 00:00:00+00:00,163.18,163.94,162.57,162.62,21417871,158.2234683547,158.9603836381,157.6319968772,157.6804781458,21417871,0.0,1.0
MSFT,2020-01-16 00:00:00+00:00,166.17,166.24,164.03,164.35,23865360,161.1226482197,161.1905219959,159.0476499217,159.357930041,23865360,0.0,1.0
MSFT,2020-01-17 00:00:00+00:00,167.1,167.47,165.43,167.42,34371659,162.0243998166,162.3831612046,160.4051254438,162.3346799359,34371659,0.0,1.0
MSFT,2020-01-21 00:00:00+00:00,166.5,168.19,166.43,166.68,29223486,161.4426245928,163.0812914731,161.3747508167,161.6171571599,29223486,0.0,1.0
MSFT,2020-01-22 00:00:00+00:00,165.7,167.49,165.68,167.4,24138777,160.6669242945,162.402553712,160.647531787,162.3152874285,24138777,0.0,1.0
MSFT,2020-01-23 00:00:00+00:00,166.72,166.8,165.27,166.19,19680766,161.6559421749,161.7335122047,160.2499853841,161.1420407272,19680766,0.0,1.0
MSFT,2020-01-24 00:00:00+00:00,165.04,167.53,164.45,167.51,24918117,160.0269715483,162.4413387269,159.4548925783,162.4219462195,24918117,0.0,1.0
MSFT,2020-01-27 00:00:00+00:00,162.28,163.38,160.2,161.15,32078067,157.3508055191,158.4173934293,155.3339847434,156.2551288476,32078067,0.0,1.0
MSFT,2020-01-28 00:00:00+00:00,165.46,165.76,163.07,163.78,24899940,160.434214205,160.7251018168,158.1168095637,158.8052435784,24899940,0.0,1.0
MSFT,2020-01-29 00:00:00+00:00,168.04,168.75,165.69,167.84,35127771,162.9358476671,163.6242816819,160.6572280407,162.7419225925,35127771,0.0,1.0
MSFT,2020-01-30 00:00:00+00:00,172.78,174.05,170.79,174.05,51597470,167.5318719348,168.7632961584,165.6023174427,168.7632961584,51597470,0.0,1.0
